City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
259,Kuryk,43.2,51.65,93.56,27,0,9.1,KZ,2022-07-16 14:50:47,clear sky
260,Monroe,43.1501,-77.6831,80.58,60,20,1.99,US,2022-07-16 14:49:27,few clouds
261,Gweru,-19.45,29.8167,57.7,48,20,13.11,ZW,2022-07-16 14:50:48,few clouds
262,Goderich,43.7501,-81.7165,74.91,53,25,3.44,CA,2022-07-16 14:50:48,scattered clouds
263,Gualaco,15.05,-86.05,84.04,66,100,2.17,HN,2022-07-16 14:50:48,overcast clouds
264,San Antonio,29.4241,-98.4936,84.51,77,75,8.05,US,2022-07-16 14:47:56,broken clouds
265,Kosterevo,55.9299,39.6144,65.48,64,100,4.12,RU,2022-07-16 14:50:49,overcast clouds
266,Gizo,-8.103,156.8419,80.82,77,32,6.13,SB,2022-07-16 14:50:49,scattered clouds
267,Mount Gambier,-37.8333,140.7667,53.51,94,75,14.97,AU,2022-07-16 14:48:52,light rain
268,Rabo De Peixe,37.8,-25.5833,69.31,83,20,10.36,PT,2022-07-16 14:50:50,few clouds
269,Lashio,22.9333,97.75,72.43,95,49,1.9,MM,2022-07-16 14:50:50,scattered clouds
270,Inuvik,68.3499,-133.7218,56.16,58,75,6.91,CA,2022-07-16 14:50:50,broken clouds
271,Lukaya,-0.1489,31.8748,76.44,49,83,10.22,UG,2022-07-16 14:50:51,broken clouds
272,Ler,8.3018,30.1418,86.25,52,90,2.93,SS,2022-07-16 14:50:51,overcast clouds
273,Coahuayana,18.7333,-103.6833,83.79,63,96,2.93,MX,2022-07-16 14:50:51,overcast clouds
274,Kavieng,-2.5744,150.7967,81.07,80,5,11.25,PG,2022-07-16 14:50:51,light rain
275,Uige,-7.6087,15.0613,91.54,17,5,3.69,AO,2022-07-16 14:50:52,clear sky
276,Oksfjord,70.2396,22.3479,51.98,95,100,7.0,NO,2022-07-16 14:50:52,light rain
277,Mikuni,36.2171,136.1519,76.91,94,99,4.68,JP,2022-07-16 14:50:52,overcast clouds
278,Codrington,-38.2667,141.9667,54.16,82,100,18.77,AU,2022-07-16 14:50:53,light rain
279,Mpika,-11.8343,31.4529,64.0,41,66,8.48,ZM,2022-07-16 14:50:53,broken clouds
280,Aswan,24.0934,32.907,101.5,14,0,8.05,EG,2022-07-16 14:50:53,clear sky
281,Kembe,4.6228,21.8865,78.24,85,58,3.29,CF,2022-07-16 14:50:54,light rain
282,Souillac,-20.5167,57.5167,71.98,68,40,11.5,MU,2022-07-16 14:50:54,scattered clouds
283,Lexington,37.9887,-84.4777,79.56,63,20,9.22,US,2022-07-16 14:48:55,few clouds
284,Longyearbyen,78.2186,15.6401,58.84,63,20,20.71,SJ,2022-07-16 14:50:54,few clouds
285,Lasa,46.6166,10.7002,87.69,36,57,2.68,IT,2022-07-16 14:50:55,broken clouds
286,Mandurah,-32.55,115.7,54.91,70,90,7.58,AU,2022-07-16 14:48:56,overcast clouds
287,Rudbar,30.15,62.6,101.95,9,3,2.93,AF,2022-07-16 14:50:55,clear sky
288,Khandyga,62.6667,135.6,69.19,87,79,1.25,RU,2022-07-16 14:50:55,broken clouds
289,Bathsheba,13.2167,-59.5167,77.05,98,56,21.83,BB,2022-07-16 14:50:56,broken clouds
290,Suntar,62.1444,117.6319,63.19,74,100,6.4,RU,2022-07-16 14:50:56,overcast clouds
291,Kahului,20.8947,-156.47,77.85,84,0,19.57,US,2022-07-16 14:50:30,clear sky
292,Hami,42.8,93.45,89.08,13,100,10.8,CN,2022-07-16 14:50:56,overcast clouds
293,Sidhi,24.4167,81.8833,93.7,44,52,5.68,IN,2022-07-16 14:50:57,broken clouds
294,Chauk,20.8833,94.8167,86.68,64,78,13.85,MM,2022-07-16 14:50:57,broken clouds
295,Fort Nelson,58.8053,-122.7002,56.79,94,75,5.75,CA,2022-07-16 14:47:20,thunderstorm with light rain
296,Alekseyevsk,57.8406,108.3492,55.71,97,100,1.59,RU,2022-07-16 14:50:58,light rain
297,Maralal,1.0968,36.698,67.19,57,99,5.79,KE,2022-07-16 14:50:58,overcast clouds
298,Tuatapere,-46.1333,167.6833,41.99,91,92,6.53,NZ,2022-07-16 14:50:58,light rain
299,Savannah Bight,16.45,-85.85,81.5,76,100,13.42,HN,2022-07-16 14:50:59,overcast clouds
300,Atasu,48.6814,71.6433,88.41,21,32,7.99,KZ,2022-07-16 14:50:59,scattered clouds
301,Cap Malheureux,-19.9842,57.6142,70.47,70,13,3.0,MU,2022-07-16 14:50:59,few clouds
302,Concarneau,47.875,-3.9225,91.81,35,98,7.18,FR,2022-07-16 14:51:00,overcast clouds
303,Kobayashi,31.9833,130.9833,75.78,98,100,4.05,JP,2022-07-16 14:51:00,overcast clouds
304,Isla Mujeres,21.2311,-86.731,84.16,66,15,7.96,MX,2022-07-16 14:51:00,few clouds
305,Pacific Grove,36.6177,-121.9166,58.42,88,100,5.75,US,2022-07-16 14:51:01,mist
306,Hambantota,6.1241,81.1185,82.74,83,20,11.5,LK,2022-07-16 14:51:01,few clouds
307,Bandarbeyla,9.4942,50.8122,81.41,65,98,31.27,SO,2022-07-16 14:51:01,overcast clouds
308,Vila,42.0304,-8.1588,74.28,20,93,5.39,PT,2022-07-16 14:51:02,overcast clouds
309,Kirakira,-10.4544,161.9205,78.76,81,43,12.35,SB,2022-07-16 14:51:02,scattered clouds
310,Port Hawkesbury,45.6169,-61.3485,78.91,60,0,12.66,CA,2022-07-16 14:51:03,clear sky
311,Deputatskiy,69.3,139.9,46.87,77,100,2.64,RU,2022-07-16 14:51:03,overcast clouds
312,Kahta,37.7855,38.6237,99.77,14,0,1.32,TR,2022-07-16 14:51:04,clear sky
313,Nome,64.5011,-165.4064,42.87,81,0,4.61,US,2022-07-16 14:51:04,clear sky
314,Rieti,42.4072,12.8592,95.13,28,3,5.75,IT,2022-07-16 14:51:04,clear sky
315,Predivinsk,57.0669,93.4378,54.43,84,79,2.82,RU,2022-07-16 14:51:05,broken clouds
316,Moyobamba,-6.05,-76.9667,73.74,80,81,1.83,PE,2022-07-16 14:51:05,broken clouds
317,Garissa,-0.4536,39.6401,85.1,42,71,25.52,KE,2022-07-16 14:51:06,broken clouds
318,Plettenberg Bay,-34.0527,23.3716,69.75,43,0,3.74,ZA,2022-07-16 14:51:06,clear sky
319,Iqaluit,63.7506,-68.5145,58.73,62,75,18.41,CA,2022-07-16 14:51:07,broken clouds
320,Seoul,37.5683,126.9778,74.77,91,0,8.05,KR,2022-07-16 14:50:24,clear sky
321,Roma,43.2128,-75.4557,77.68,70,100,4.56,US,2022-07-16 14:51:07,overcast clouds
322,Necochea,-38.5473,-58.7368,47.62,74,100,22.95,AR,2022-07-16 14:51:07,overcast clouds
323,Chifeng,42.2683,118.9636,70.47,79,93,3.13,CN,2022-07-16 14:51:08,overcast clouds
324,Belmonte,-15.8631,-38.8828,78.57,58,4,5.64,BR,2022-07-16 14:51:08,clear sky
325,Yaan,7.3833,8.5667,82.02,69,94,9.75,NG,2022-07-16 14:51:09,light rain
326,Inirida,3.8653,-67.9239,86.61,60,51,2.53,CO,2022-07-16 14:51:09,broken clouds
327,Muravlenko,63.7898,74.523,65.57,46,7,7.31,RU,2022-07-16 14:51:09,clear sky
328,Havoysund,70.9963,24.6622,53.83,92,100,9.91,NO,2022-07-16 14:51:10,light rain
329,North Bend,43.4065,-124.2243,61.92,99,100,4.61,US,2022-07-16 14:51:10,mist
330,Maebaru,33.55,130.2,76.77,79,85,5.75,JP,2022-07-16 14:51:11,overcast clouds
331,Caconda,-13.7333,15.0667,76.33,19,0,4.83,AO,2022-07-16 14:51:11,clear sky
332,Nioro,13.35,-15.75,90.9,55,85,8.23,GM,2022-07-16 14:51:11,light rain
333,Yelan,50.949,43.7378,78.13,55,98,8.63,RU,2022-07-16 14:51:12,overcast clouds
334,Altay,47.8667,88.1167,66.96,48,10,5.77,CN,2022-07-16 14:51:12,clear sky
335,Port Elizabeth,-33.918,25.5701,80.89,29,0,8.05,ZA,2022-07-16 14:51:13,clear sky
336,Sola,-13.8833,167.55,80.37,74,47,27.4,VU,2022-07-16 14:51:13,scattered clouds
337,Victor Harbor,-35.5667,138.6167,55.0,91,71,1.99,AU,2022-07-16 14:51:14,broken clouds
338,Brits,-25.6347,27.7802,72.52,26,0,3.33,ZA,2022-07-16 14:51:14,clear sky
339,Xuddur,4.1213,43.8894,78.87,55,99,20.83,SO,2022-07-16 14:51:15,overcast clouds
340,Kalmunai,7.4167,81.8167,83.41,74,100,3.91,LK,2022-07-16 14:51:15,overcast clouds
341,Tautira,-17.7333,-149.15,74.95,68,72,26.26,PF,2022-07-16 14:51:15,light rain
342,Margate,51.3813,1.3862,76.1,62,36,11.61,GB,2022-07-16 14:51:16,scattered clouds
343,Provideniya,64.3833,-173.3,48.24,64,100,4.76,RU,2022-07-16 14:51:16,overcast clouds
344,Saint-Joseph,-21.3667,55.6167,68.38,75,49,13.42,RE,2022-07-16 14:51:17,scattered clouds
345,Lakes Entrance,-37.8811,147.981,55.17,48,100,15.19,AU,2022-07-16 14:51:17,overcast clouds
346,Vestmannaeyjar,63.4427,-20.2734,50.99,93,100,13.8,IS,2022-07-16 14:51:17,drizzle
347,Moose Factory,51.2585,-80.6094,73.4,64,0,9.22,CA,2022-07-16 14:51:18,clear sky
348,Kilinochchi,9.3961,80.3982,81.1,73,100,14.34,LK,2022-07-16 14:51:18,overcast clouds
349,Ginir,7.1333,40.7,65.12,61,74,15.37,ET,2022-07-16 14:51:18,broken clouds
350,Den Helder,52.9599,4.7593,68.02,58,75,11.99,NL,2022-07-16 14:47:28,broken clouds
351,Tsiroanomandidy,-18.7667,46.0333,72.14,43,43,10.47,MG,2022-07-16 14:51:19,scattered clouds
352,Brindisi,40.5833,17.6667,91.78,28,0,6.69,IT,2022-07-16 14:51:19,clear sky
353,Tigre,-34.426,-58.5796,51.22,78,100,13.8,AR,2022-07-16 14:51:20,moderate rain
354,Portland,45.5234,-122.6762,64.81,85,100,6.91,US,2022-07-16 14:46:33,overcast clouds
355,Porto Santo,33.072,-16.3415,73.78,68,75,11.5,PT,2022-07-16 14:51:20,broken clouds
356,Xam Nua,20.4197,104.0439,72.18,86,16,2.84,LA,2022-07-16 14:51:21,few clouds
357,Kyabram,-36.3167,145.05,50.88,48,100,15.37,AU,2022-07-16 14:51:21,overcast clouds
358,Ondangwa,-17.9167,15.95,89.6,11,0,9.22,NA,2022-07-16 14:51:22,clear sky
359,Port Keats,-14.25,129.55,63.97,29,36,7.67,AU,2022-07-16 14:51:22,scattered clouds
360,Adrar,20.5022,-10.0711,110.79,6,33,20.31,MR,2022-07-16 14:51:23,scattered clouds
361,Bay Roberts,47.5999,-53.2648,72.66,58,7,5.99,CA,2022-07-16 14:51:23,clear sky
362,Morant Bay,17.8815,-76.4093,89.71,66,10,11.27,JM,2022-07-16 14:51:23,clear sky
363,Kupang,-10.1667,123.5833,73.58,72,20,12.62,ID,2022-07-16 14:51:24,few clouds
364,Sur,22.5667,59.5289,85.86,69,100,13.91,OM,2022-07-16 14:51:24,overcast clouds
365,Buin,-33.7333,-70.75,48.74,64,21,1.52,CL,2022-07-16 14:51:25,few clouds
366,Hobyo,5.3505,48.5268,79.25,66,99,32.1,SO,2022-07-16 14:51:25,overcast clouds
367,Dudinka,69.4058,86.1778,72.63,53,2,10.67,RU,2022-07-16 14:51:25,clear sky
368,Menongue,-14.6585,17.691,78.57,18,0,7.09,AO,2022-07-16 14:51:26,clear sky
369,Dauriya,49.9333,116.8667,63.72,92,100,3.44,RU,2022-07-16 14:51:26,overcast clouds
370,Alofi,-19.0595,-169.9187,75.09,73,69,5.75,NU,2022-07-16 14:48:53,broken clouds
371,Conde,-7.2597,-34.9075,78.26,94,75,13.8,BR,2022-07-16 14:51:26,broken clouds
372,Buta,2.7858,24.73,80.87,74,85,2.15,CD,2022-07-16 14:51:27,overcast clouds
373,Husavik,66.0449,-17.3389,54.19,74,98,2.93,IS,2022-07-16 14:51:27,overcast clouds
374,Sterling,39.0062,-77.4286,83.16,76,75,6.91,US,2022-07-16 14:47:12,broken clouds
375,Verkhoyansk,67.5447,133.385,52.41,78,50,4.81,RU,2022-07-16 14:51:27,scattered clouds
376,Kamyaran,34.7956,46.9355,96.73,8,0,0.83,IR,2022-07-16 14:51:28,clear sky
377,Invermere,50.5167,-116.0354,71.29,44,1,4.85,CA,2022-07-16 14:51:28,clear sky
378,Zverinogolovskoye,54.4586,64.8542,67.82,83,99,11.07,RU,2022-07-16 14:51:28,overcast clouds
379,Agadez,19.75,10.25,96.08,29,76,15.03,NE,2022-07-16 14:51:29,broken clouds
380,Merritt Island,28.5392,-80.672,86.07,94,20,6.91,US,2022-07-16 14:50:02,few clouds
381,Padang,-0.9492,100.3543,78.51,86,68,3.18,ID,2022-07-16 14:51:29,broken clouds
382,Piacabucu,-10.4056,-36.4344,78.75,66,98,10.49,BR,2022-07-16 14:51:30,overcast clouds
383,Takab,36.4009,47.1133,87.6,11,0,8.41,IR,2022-07-16 14:51:30,clear sky
384,Nador,35.174,-2.9287,89.67,65,0,5.75,MA,2022-07-16 14:51:30,clear sky
385,Gotsu,35.0,132.2167,72.46,88,0,5.37,JP,2022-07-16 14:51:30,clear sky
386,Port Hedland,-20.3167,118.5667,57.25,58,70,6.91,AU,2022-07-16 14:51:31,broken clouds
387,Kruisfontein,-34.0033,24.7314,71.08,27,0,6.13,ZA,2022-07-16 14:51:31,clear sky
388,Elat,29.5581,34.9482,102.04,24,0,12.66,IL,2022-07-16 14:51:31,clear sky
389,Ipixuna,-1.7625,-48.8043,90.82,49,84,2.26,BR,2022-07-16 14:51:32,broken clouds
390,Leningradskiy,69.3833,178.4167,35.49,85,100,11.27,RU,2022-07-16 14:51:32,light rain
391,Okhotsk,59.3833,143.3,54.09,94,45,3.18,RU,2022-07-16 14:51:32,scattered clouds
392,Sinnamary,5.3833,-52.95,84.4,68,14,5.23,GF,2022-07-16 14:51:33,few clouds
393,Floro,61.5996,5.0328,60.22,76,100,10.36,NO,2022-07-16 14:51:33,overcast clouds
394,San Luis,-33.295,-66.3356,35.17,89,100,7.38,AR,2022-07-16 14:48:00,light snow
395,Kulhudhuffushi,6.6221,73.07,81.43,82,60,9.35,MV,2022-07-16 14:51:33,broken clouds
396,Qiongshan,20.0058,110.3542,82.38,94,20,2.24,CN,2022-07-16 14:51:34,few clouds
397,Mecca,21.4267,39.8261,97.5,19,62,16.08,SA,2022-07-16 14:48:20,broken clouds
398,Sitka,57.0531,-135.33,55.29,88,100,0.0,US,2022-07-16 14:51:34,overcast clouds
399,Pathein,16.7833,94.7333,78.98,91,99,5.41,MM,2022-07-16 14:51:35,overcast clouds
400,Oyama,36.3,139.8,77.59,92,100,6.13,JP,2022-07-16 14:51:35,moderate rain
401,Auburn,47.3073,-122.2284,64.98,84,75,6.91,US,2022-07-16 14:51:35,broken clouds
402,Yegorlykskaya,46.5656,40.6562,73.76,54,92,11.56,RU,2022-07-16 14:51:35,light rain
403,Bosaso,11.2842,49.1816,93.52,44,68,2.82,SO,2022-07-16 14:51:36,broken clouds
404,Zeya,53.75,127.2667,67.15,89,31,3.6,RU,2022-07-16 14:51:36,light rain
405,Mirnyy,62.5353,113.9611,55.24,93,100,11.01,RU,2022-07-16 14:51:37,overcast clouds
406,Maldonado,-34.6667,-54.9167,49.39,91,100,14.27,UY,2022-07-16 14:51:37,overcast clouds
407,Antigonish,45.6169,-61.9986,79.14,56,87,7.0,CA,2022-07-16 14:49:05,overcast clouds
408,Baykit,61.67,96.37,53.2,94,62,1.25,RU,2022-07-16 14:51:37,broken clouds
409,Egvekinot,66.3167,-179.1667,43.97,87,100,2.64,RU,2022-07-16 14:51:38,light rain
410,Port Macquarie,-31.4333,152.9167,44.89,67,80,8.3,AU,2022-07-16 14:51:38,broken clouds
411,Charlestown,-32.95,151.6667,56.1,64,61,7.0,AU,2022-07-16 14:51:38,broken clouds
412,Taltal,-25.4,-70.4833,59.95,43,0,7.67,CL,2022-07-16 14:51:39,clear sky
413,Honningsvag,70.9821,25.9704,53.35,87,100,11.5,NO,2022-07-16 14:51:39,light rain
414,Sao Raimundo Das Mangabeiras,-7.0219,-45.4811,92.93,26,28,6.91,BR,2022-07-16 14:51:39,scattered clouds
415,Manadhoo,5.7667,73.3833,82.81,78,55,7.58,MV,2022-07-16 14:51:40,broken clouds
416,Cacapava,-23.1008,-45.7069,76.08,33,92,5.17,BR,2022-07-16 14:51:40,overcast clouds
417,Barranca,-10.75,-77.7667,62.15,77,97,9.28,PE,2022-07-16 14:51:40,overcast clouds
418,Shubarkuduk,49.1447,56.4872,85.51,33,32,11.56,KZ,2022-07-16 14:51:41,scattered clouds
419,Esperance,-33.8667,121.9,46.24,70,100,3.8,AU,2022-07-16 14:51:41,overcast clouds
420,Amuntai,-2.4177,115.2494,75.31,95,65,0.63,ID,2022-07-16 14:51:41,moderate rain
421,New Philadelphia,40.4898,-81.4457,69.85,89,100,4.61,US,2022-07-16 14:47:05,overcast clouds
422,Sile,41.1754,29.6133,84.87,60,0,5.99,TR,2022-07-16 14:51:42,clear sky
423,Akyab,20.15,92.9,82.69,82,33,15.37,MM,2022-07-16 14:51:42,scattered clouds
424,Amahai,-3.3333,128.9167,76.6,91,86,6.13,ID,2022-07-16 14:51:42,overcast clouds
425,Sorong,-0.8833,131.25,78.53,83,100,5.19,ID,2022-07-16 14:51:43,overcast clouds
426,Isangel,-19.55,169.2667,70.86,69,9,18.52,VU,2022-07-16 14:51:43,clear sky
427,Ryotsu,38.0833,138.4333,77.05,84,100,4.47,JP,2022-07-16 14:51:43,light rain
428,Yulara,-25.2406,130.9889,53.47,18,6,5.1,AU,2022-07-16 14:51:44,clear sky
429,Bukama,-9.2,25.85,90.84,20,8,6.31,CD,2022-07-16 14:51:44,clear sky
430,Kirovskiy,45.0917,133.5136,59.34,95,55,6.31,RU,2022-07-16 14:51:44,broken clouds
431,Flagstaff,35.1981,-111.6513,76.51,48,19,3.06,US,2022-07-16 14:47:44,few clouds
432,Pestyaki,56.7103,42.6717,68.43,56,84,7.11,RU,2022-07-16 14:51:45,broken clouds
433,Srandakan,-7.9386,110.2506,76.77,88,76,7.36,ID,2022-07-16 14:51:45,broken clouds
434,Turukhansk,65.8167,87.9833,59.99,68,70,13.0,RU,2022-07-16 14:51:45,broken clouds
435,Zhenjiang,32.2092,119.4342,79.12,93,100,6.33,CN,2022-07-16 14:51:45,overcast clouds
436,Manaus,-3.1019,-60.025,88.3,70,20,6.91,BR,2022-07-16 14:51:46,few clouds
437,Guanare,9.0418,-69.7421,84.11,66,100,2.35,VE,2022-07-16 14:51:46,overcast clouds
438,Tapes,-30.6733,-51.3958,64.71,98,100,10.36,BR,2022-07-16 14:51:46,overcast clouds
439,Bukachacha,52.9833,116.9167,61.75,99,100,2.04,RU,2022-07-16 14:51:47,moderate rain
440,Fairbanks,64.8378,-147.7164,54.61,93,100,1.01,US,2022-07-16 14:50:52,light rain
441,Miercurea Sibiului,45.8833,23.8,80.31,28,20,13.06,RO,2022-07-16 14:51:47,few clouds
442,Vastseliina,57.7303,27.2932,65.44,44,91,9.22,EE,2022-07-16 14:51:48,overcast clouds
443,Yuci,37.6803,112.7319,69.55,88,0,2.24,CN,2022-07-16 14:51:48,clear sky
444,Batamshinskiy,50.5594,58.2747,75.9,52,9,13.13,KZ,2022-07-16 14:51:48,clear sky
445,Nirmali,26.3167,86.5833,91.44,55,44,9.26,IN,2022-07-16 14:51:49,scattered clouds
446,Dalbandin,28.8947,64.4101,99.16,23,53,12.77,PK,2022-07-16 14:51:49,broken clouds
447,Maragogi,-9.0122,-35.2225,77.23,82,54,14.72,BR,2022-07-16 14:51:49,broken clouds
448,Vao,-22.6667,167.4833,68.49,58,0,24.0,NC,2022-07-16 14:51:50,clear sky
449,Kaihua,23.3687,104.28,69.37,95,40,5.59,CN,2022-07-16 14:51:50,scattered clouds
450,Bytow,54.1706,17.4919,55.2,83,100,11.52,PL,2022-07-16 14:51:50,moderate rain
451,Lavrentiya,65.5833,-171.0,42.78,76,81,5.26,RU,2022-07-16 14:51:50,broken clouds
452,Ixtapa,20.7,-105.2,79.23,100,100,5.75,MX,2022-07-16 14:47:37,overcast clouds
453,Ouadda,8.0777,22.4007,73.45,92,73,3.06,CF,2022-07-16 14:51:51,moderate rain
454,Thinadhoo,0.5333,72.9333,83.71,77,81,12.64,MV,2022-07-16 14:51:51,broken clouds
455,Mandera,3.9366,41.867,89.2,33,66,17.74,KE,2022-07-16 14:51:51,broken clouds
456,Sidi Ali,36.0998,0.4206,83.89,54,0,13.94,DZ,2022-07-16 14:51:52,clear sky
457,Alice Springs,-23.7,133.8833,42.35,28,5,5.75,AU,2022-07-16 14:51:52,clear sky
458,Dharchula,29.85,80.5333,76.01,88,74,1.7,IN,2022-07-16 14:51:52,broken clouds
459,Fortuna Foothills,32.6578,-114.4119,94.69,32,0,19.57,US,2022-07-16 14:51:53,clear sky
460,Inhambane,-23.865,35.3833,71.58,68,40,5.99,MZ,2022-07-16 14:51:53,scattered clouds
461,Loandjili,-4.7561,11.8578,76.19,70,14,9.46,CG,2022-07-16 14:51:53,few clouds
462,Cleethorpes,53.5605,-0.0323,78.8,54,40,11.79,GB,2022-07-16 14:51:54,scattered clouds
463,Hualmay,-11.0964,-77.6139,62.29,78,74,9.71,PE,2022-07-16 14:51:54,broken clouds
464,Kaeo,-35.1,173.7833,43.32,93,8,5.44,NZ,2022-07-16 14:51:54,clear sky
465,Rosa Zarate,0.3333,-79.4667,71.98,93,100,2.44,EC,2022-07-16 14:51:55,overcast clouds
466,Tura,25.5198,90.2201,79.59,82,16,3.18,IN,2022-07-16 14:51:55,few clouds
467,Qandala,11.472,49.8728,93.04,49,44,8.48,SO,2022-07-16 14:51:55,scattered clouds
468,Charagua,-19.8,-63.2167,64.49,61,98,7.52,BO,2022-07-16 14:51:56,overcast clouds
469,Quang Ngai,15.1167,108.8,79.74,91,92,4.0,VN,2022-07-16 14:51:56,overcast clouds
470,Lata,40.1629,-8.3327,89.49,46,100,10.96,PT,2022-07-16 14:51:56,overcast clouds
471,Chapleau,47.8405,-83.4034,64.49,63,75,5.75,CA,2022-07-16 14:51:56,broken clouds
472,Namatanai,-3.6667,152.4333,79.25,82,59,6.26,PG,2022-07-16 14:51:57,light rain
473,Gorlev,55.5393,11.2271,69.3,58,3,18.23,DK,2022-07-16 14:51:57,clear sky
474,Lumby,50.2498,-118.969,66.9,63,0,0.0,CA,2022-07-16 14:51:58,clear sky
475,Thomaston,32.8882,-84.3266,82.45,76,0,1.01,US,2022-07-16 14:51:58,clear sky
476,Tumalaytay,12.2758,123.232,79.93,85,100,3.27,PH,2022-07-16 14:51:58,overcast clouds
477,Loa Janan,-0.583,117.095,74.5,96,79,2.21,ID,2022-07-16 14:51:59,broken clouds
478,Cayenne,4.9333,-52.3333,87.84,1,75,4.61,GF,2022-07-16 14:50:21,broken clouds
479,Iguatu,-6.3594,-39.2986,89.92,36,7,8.5,BR,2022-07-16 14:51:17,clear sky
480,Pangnirtung,66.1451,-65.7125,50.0,81,20,14.97,CA,2022-07-16 14:51:59,few clouds
481,Tete,-16.1564,33.5867,80.69,36,40,9.22,MZ,2022-07-16 14:52:00,scattered clouds
482,Madimba,-10.4,40.3333,81.72,47,20,18.41,TZ,2022-07-16 14:52:00,few clouds
483,Petropavlovsk-Kamchatskiy,53.0452,158.6483,55.99,100,100,2.24,RU,2022-07-16 14:52:00,light intensity shower rain
484,Komsomolskoye,55.2567,47.5461,72.19,82,69,5.3,RU,2022-07-16 14:52:00,light rain
485,Snezhnogorsk,69.1933,33.2531,60.58,92,100,7.81,RU,2022-07-16 14:52:01,overcast clouds
486,Louga,58.7372,29.8453,64.29,51,96,9.44,RU,2022-07-16 14:52:01,overcast clouds
487,Novichikha,52.204,81.3877,65.37,65,89,6.24,RU,2022-07-16 14:52:01,overcast clouds
488,Sulangan,11.1373,123.7228,83.86,73,97,3.15,PH,2022-07-16 14:52:02,overcast clouds
489,Dwarka,22.2394,68.9678,84.51,86,97,15.3,IN,2022-07-16 14:52:02,overcast clouds
490,Nangong,37.3581,115.3744,72.84,89,51,5.19,CN,2022-07-16 14:52:02,broken clouds
491,Vilyuysk,63.7553,121.6247,67.23,97,100,6.42,RU,2022-07-16 14:52:03,light rain
492,Methoni,36.8197,21.7049,93.22,59,0,11.74,GR,2022-07-16 14:52:03,clear sky
493,Saint Stephen,50.3333,-4.9,77.2,50,0,13.8,GB,2022-07-16 14:47:20,clear sky
494,Kiunga,-6.1219,141.2906,71.98,95,100,3.18,PG,2022-07-16 14:52:04,overcast clouds
495,Lesnoy,57.6198,63.0784,67.96,95,77,6.49,RU,2022-07-16 14:52:04,light rain
496,Nurota,40.5614,65.6886,92.89,9,0,11.7,UZ,2022-07-16 14:52:05,clear sky
497,Tambura,5.6,27.4667,77.09,75,97,4.97,SS,2022-07-16 14:52:05,light rain
498,Porto Velho,-8.7619,-63.9039,86.05,62,0,6.91,BR,2022-07-16 14:52:05,clear sky
499,Omsukchan,62.5333,155.8,64.17,71,96,6.67,RU,2022-07-16 14:52:06,overcast clouds
500,Severo-Kurilsk,50.6789,156.125,52.93,96,99,4.81,RU,2022-07-16 14:52:06,overcast clouds
501,Stornoway,58.2093,-6.3865,59.04,88,75,19.57,GB,2022-07-16 14:52:07,broken clouds
502,Gamboma,-1.8764,15.8644,96.94,23,19,6.02,CG,2022-07-16 14:52:07,few clouds
503,Russell,32.3502,-85.1999,82.9,78,0,0.0,US,2022-07-16 14:52:08,clear sky
504,Huainan,32.6264,116.9969,82.29,81,100,4.9,CN,2022-07-16 14:52:08,overcast clouds
505,Uribia,11.7139,-72.266,89.74,51,31,21.27,CO,2022-07-16 14:52:09,scattered clouds
506,Lac Du Bonnet,50.2536,-96.0612,76.12,71,98,5.68,CA,2022-07-16 14:52:09,moderate rain
507,Bahia Blanca,-38.7196,-62.2724,41.52,93,75,17.27,AR,2022-07-16 14:47:50,broken clouds
508,Puerto Escondido,15.85,-97.0667,83.55,71,91,0.94,MX,2022-07-16 14:52:10,overcast clouds
509,Alta Floresta,-9.8756,-56.0861,87.62,55,40,2.3,BR,2022-07-16 14:52:10,scattered clouds
510,Vysokogornyy,50.1167,139.15,50.97,92,89,3.56,RU,2022-07-16 14:52:11,overcast clouds
511,Lenger,42.183,69.8839,92.64,15,0,14.23,KZ,2022-07-16 14:52:11,clear sky
512,Atlantic City,39.3643,-74.4229,83.12,70,40,3.44,US,2022-07-16 14:49:03,scattered clouds
513,Tomigusuku,26.185,127.675,84.74,87,40,11.5,JP,2022-07-16 14:52:12,scattered clouds
514,Nara,34.6851,135.8049,78.49,69,100,2.08,JP,2022-07-16 14:48:46,overcast clouds
515,Cassilandia,-19.1133,-51.7342,89.6,26,95,10.02,BR,2022-07-16 14:52:12,overcast clouds
516,Macamic,48.7502,-78.9996,65.44,77,97,10.13,CA,2022-07-16 14:52:13,overcast clouds
517,Centenario Do Sul,-22.8211,-51.5953,85.26,32,100,17.2,BR,2022-07-16 14:52:13,overcast clouds
518,Kuytun,54.3419,101.5036,53.89,83,65,4.74,RU,2022-07-16 14:52:14,broken clouds
519,Alice Town,25.7167,-79.3,83.39,71,25,14.2,BS,2022-07-16 14:52:14,scattered clouds
520,Taoudenni,22.6783,-3.9836,116.06,7,1,7.87,ML,2022-07-16 14:52:14,clear sky
521,Boulder City,35.9786,-114.8325,92.26,24,4,3.58,US,2022-07-16 14:52:15,clear sky
522,Zaysan,47.4667,84.8667,72.25,32,22,6.85,KZ,2022-07-16 14:52:16,few clouds
523,Ballina,-28.8667,153.5667,54.79,78,1,8.77,AU,2022-07-16 14:52:16,clear sky
